reason,global_id,novel_id,episode_id,operation,similarity,raw_block_count,final_block_count,raw_indices,final_indices,raw_text,final_text,timing_shift_start_sec,timing_shift_end_sec
delete_text_very_long_review,novela002__episode_0036,novela002,episode_0036,delete_text,0.0,1,0,[19],[],"Senhora Silva, que cegueira sua! Os pais dessa mulher são lavradores e criam porcos.",,,
delete_text_very_long_review,novela002__episode_0037,novela002,episode_0037,delete_text,0.0,1,0,[5],[],"Agora que viu que ele tá com a minha mãe, além de usar truques baixos contra ela,",,,
delete_text_very_long_review,novela002__episode_0037,novela002,episode_0037,delete_text,0.0,1,0,[7],[],"Olha, Tiago, se você insistir em casar com essa caipira, a colaboração entre nossas famílias será cancelada a partir de hoje.",,,
delete_text_very_long_review,novela002__episode_0037,novela002,episode_0037,delete_text,0.0,1,0,[9],[],"Quanto mais a Jéssica faz essas manhas, mais a imagem que meu pai tem dela vai se desfazer.",,,
delete_text_very_long_review,novela002__episode_0037,novela002,episode_0037,delete_text,0.0,1,0,[10],[],"Além disso, meus avós não são fracos. Ameaçar cancela a cooperação? Que piada!",,,
delete_text_very_long_review,novela002__episode_0037,novela002,episode_0037,delete_text,0.0,1,0,[11],[],É verdade. Mas senhora Silva não é qualquer uma. O Tiago sempre é implacável nos negócios.,,,
delete_text_very_long_review,novela002__episode_0037,novela002,episode_0037,delete_text,0.0,1,0,[13],[],A Jéssica trouxe o avô pra pressionar o Tiago e isso só vai acelerar a destruição do relacionamento deles.,,,
delete_text_very_long_review,novela002__episode_0037,novela002,episode_0037,delete_text,0.0,1,0,[18],[],"Se vocês não conseguem nem barrar esse tipo de intrusão, amanhã não precisam voltar!",,,
very_large_timing_shift,novela002__episode_0039,novela002,episode_0039,retime,1.0,1,1,[18],[24],Jéssica.,"Jéssica,",8.2,7.94
very_large_timing_shift,novela002__episode_0039,novela002,episode_0039,retime,1.0,1,1,[20],[26],E ainda não acertei as contas com você.,e ainda não acertei as contas com você.,8.04,7.84
very_large_timing_shift,novela002__episode_0039,novela002,episode_0039,split,1.0,1,2,[22],"[28, 29]","Seu comportamento ridículo, agressivo e baixo nunca foi adequado para o meu filho.","Seu comportamento ridículo, agressivo e baixo, nunca foi adequado para o meu filho.",7.64,8.02
very_large_timing_shift,novela002__episode_0039,novela002,episode_0039,split,0.9444,1,2,[23],"[30, 31]","Senhora Silva, está mesmo disposta a romper com a família Barbosa por ela?","Sra. Silva, está mesmo disposta a romper com a família Barbosa por ela?",8.2,6.64
delete_text_very_long_review,novela002__episode_0041,novela002,episode_0041,delete_text,0.0,1,0,[4],[],"Quando eu vi aquelas fotos, aceitei o teste de DNA, porque, na verdade, eu fiquei com ciúmes.",,,
delete_text_very_long_review,novela002__episode_0041,novela002,episode_0041,delete_text,0.0,1,0,[6],[],"A culpa foi minha, então eu espero que você me dê a oportunidade de ser o seu marido,",,,
delete_text_very_long_review,novela002__episode_0041,novela002,episode_0041,delete_text,0.0,1,0,[10],[],Quem diria? Esses chefões da realidade são tão educados e respeitosos.,,,
delete_text_very_long_review,novela002__episode_0041,novela002,episode_0041,delete_text,0.0,1,0,[11],[],"No meu plano, era pra eu quebrar a cabeça pedindo uma posição pra ele.",,,
delete_text_very_long_review,novela002__episode_0041,novela002,episode_0041,delete_text,0.0,1,0,[15],[],"Eu sou ciumenta, então não aguento dividir o seu coração com outra pessoa.",,,
delete_text_very_long_review,novela002__episode_0041,novela002,episode_0041,delete_text,0.0,1,0,[20],[],"Que maravilha! Quando o papai e a mamãe se casarem, eu serei legítima da família Silva.",,,
delete_text_very_long_review,novela002__episode_0047,novela002,episode_0047,delete_text,0.0,1,0,[9],[],Agora vai ser um parto prematuro forçado. A criança ou nasce prematura ou será natimorta. Não tem jeito.,,,
delete_text_very_long_review,novela002__episode_0047,novela002,episode_0047,delete_text,0.0,1,0,[14],[],"Ela já está sangrando. Pelo quadro atual, há 80% de chance de natimorto.",,,
delete_text_very_long_review,novela002__episode_0047,novela002,episode_0047,delete_text,0.0,1,0,[15],[],"Para proteger a senhora, precisamos fazer uma cesariana de emergência.",,,
insert_very_long_review,novela002__episode_0047,novela002,episode_0047,insert,0.0,0,1,[],[28],,"Para proteger a senhora, precisamos fazer uma cesariana de emergência.",,
delete_text_very_long_review,novela002__episode_0049,novela002,episode_0049,delete_text,0.0,1,0,[7],[],"Se você tiver um bebê saudável, eu vou te dar mais 40 milhões como bônus.",,,
delete_text_very_long_review,novela002__episode_0049,novela002,episode_0049,delete_text,0.0,1,0,[13],[],"Como assim? Depois que o bebê nascer, você vai trocar as fraldas dela?",,,
delete_text_very_long_review,novela002__episode_0052,novela002,episode_0052,delete_text,0.0,1,0,[7],[],"Pai, como pode ser culpa de vocês? Vocês me dão a melhor comida, as melhores coisas.",,,
delete_text_very_long_review,novela002__episode_0052,novela002,episode_0052,delete_text,0.0,1,0,[8],[],"Se não tivesse grávida da filha do Tiago, não teria passado por tanto sofrimento.",,,
delete_text_very_long_review,novela002__episode_0052,novela002,episode_0052,delete_text,0.0,1,0,[9],[],Você é a heroína da nossa família Silva. Pode pedir o que você quiser.,,,
delete_text_very_long_review,novela002__episode_0052,novela002,episode_0052,delete_text,0.0,1,0,[16],[],"Pai, mãe. A Teresa só está preocupada. Depois eu levo vocês para o check-up.",,,
delete_text_very_long_review,novela002__episode_0052,novela002,episode_0052,delete_text,0.0,1,0,[17],[],Não precisa se incomodar. Viemos para cuidar dela. Não para ela se preocupar com a gente.,,,
delete_text_very_long_review,novela002__episode_0052,novela002,episode_0052,delete_text,0.0,1,0,[18],[],Fiquem tranquilos. Nós cuidamos de Teresa. Não se preocupem. Vão com o Tiago fazer o check-up.,,,
delete_text_very_long_review,novela002__episode_0053,novela002,episode_0053,delete_text,0.0,1,0,[19],[],"Se não fosse o parto prematuro, a bebê agora ainda estaria na minha barriga, tagarelando sem parar, né?",,,
delete_text_very_long_review,novela002__episode_0054,novela002,episode_0054,delete_text,0.0,1,0,[9],[],"Se você não fizer, eu garanto que por mais bênçãos que acumule, ninguém vai usufruir.",,,
delete_text_very_long_review,novela002__episode_0054,novela002,episode_0054,delete_text,0.0,1,0,[10],[],"Sr. Barbosa, eu não sou idiota. Eu, Violeta, lutei a vida toda. Já tratei de muitos poderosos e sempre saí ilesa.",,,
delete_text_very_long_review,novela002__episode_0054,novela002,episode_0054,delete_text,0.0,1,0,[11],[],"No máximo, cairemos todos juntos. Vocês me subornaram para prejudicar a herdeira da família Silva.",,,
delete_text_very_long_review,novela002__episode_0054,novela002,episode_0054,delete_text,0.0,1,0,[16],[],"O que tá feito, tá feito. Os assuntos da família Silva não precisa mais cuidar.",,,
delete_text_very_long_review,novela002__episode_0055,novela002,episode_0055,delete_text,0.0,1,0,[8],[],"Achei que era filha de algum magnata. São muito desiguais, não combinam nada.",,,
delete_text_very_long_review,novela002__episode_0055,novela002,episode_0055,delete_text,0.0,1,0,[9],[],"Olha só as fotos que vazaram dos pais dela, essa pele queimada de sol, esse ar simples.",,,
delete_text_very_long_review,novela002__episode_0055,novela002,episode_0055,delete_text,0.0,1,0,[10],[],E dizem que são os pais biológicos da Teresa? Como ela chegou na família Silva?,,,
delete_text_very_long_review,novela002__episode_0055,novela002,episode_0055,delete_text,0.0,1,0,[12],[],"Duvido ainda. Com certeza fez cirurgia plástica, olha essa foto antiga.",,,
delete_text_very_long_review,novela002__episode_0055,novela002,episode_0055,delete_text,0.0,1,0,[13],[],Essa menina brega e a atual rainha da alta costura são a mesma pessoa?,,,
delete_text_very_long_review,novela002__episode_0055,novela002,episode_0055,delete_text,0.0,1,0,[15],[],Será que foi com essa cara artificial? Eu não acredito que os ricos são tão cegos.,,,
delete_text_very_long_review,novela002__episode_0055,novela002,episode_0055,delete_text,0.0,1,0,[17],[],"Ela tinha uma estratégia, certeza. Ou usou algum jeito obscuro para subir na vida.",,,
delete_text_very_long_review,novela002__episode_0055,novela002,episode_0055,delete_text,0.0,1,0,[19],[],"Estou esperando mais fofocas. Tô curioso, quanto ela pagou para os ex-namorados calarem a boca?",,,
delete_text_very_long_review,novela002__episode_0058,novela002,episode_0058,delete_text,0.0,1,0,[16],[],A culpa é minha. Por que eu não percebi antes que a condição da minha filha estava estranha?,,,
delete_text_very_long_review,novela002__episode_0059,novela002,episode_0059,delete_text,0.0,1,0,[1],[],O que é? Quer roubar minha filha em público? Cadê a justiça? Não existe mais lei!,,,
delete_text_very_long_review,novela002__episode_0059,novela002,episode_0059,delete_text,0.0,1,0,[11],[],"Se continuarem com isso, vou chamar repórteres para expor a família Silva roubando crianças.",,,
delete_text_very_long_review,novela002__episode_0059,novela002,episode_0059,delete_text,0.0,1,0,[12],[],"Senhor Silva, vocês erraram. Essa criança não é de vocês. É da senhorita Viviana. A de vocês ainda está fazendo exames.",,,
delete_text_very_long_review,novela002__episode_0059,novela002,episode_0059,delete_text,0.0,1,0,[18],[],"Senhores, por favor, controlem a família de vocês. Não ajam como loucos, roubando a filha dos outros.",,,
delete_text_very_long_review,novela002__episode_0059,novela002,episode_0059,delete_text,0.0,1,0,[19],[],"Terezinha, acho que você teve um bebezinho com defeito e por isso quer roubar a minha.",,,
delete_text_very_long_review,novela002__episode_0059,novela002,episode_0059,delete_text,0.0,1,0,[20],[],"Credo! Quem é a sua filha? Que azar! Papai, mamãe, vovô, vovó, avô, avó, me salvem!",,,
delete_text_very_long_review,novela002__episode_0059,novela002,episode_0059,delete_text,0.0,1,0,[21],[],A amiga falsa da mamãe trocou a gente de lugar e ainda querem me dar pra Jéssica me torturar.,,,
delete_text_very_long_review,novela002__episode_0061,novela002,episode_0061,delete_text,0.0,1,0,[18],[],"Jéssica, se você devolver a criança agora, eu arrumo um advogado pra você.",,,
delete_text_very_long_review,novela003__episode_0002,novela003,episode_0002,delete_text,0.0,1,0,[12],[],"Por favor, tio, dá um macarrão pra mamãe, vai. A mamãe come muito, mas é por causa da minha doença.",,,
delete_text_very_long_review,novela003__episode_0002,novela003,episode_0002,delete_text,0.0,1,0,[14],[],Eu tenho uma doença rara de falta de sangue. Um médico disse que meu sangue não é suficiente. Eu posso morrer.,,,
delete_text_very_long_review,novela003__episode_0002,novela003,episode_0002,delete_text,0.0,1,0,[16],[],Mamãe só pode continuar comendo pra aumentar o sangue no corpo. Assim ela consegue me doar sangue sem parar.,,,
delete_text_very_long_review,novela003__episode_0004,novela003,episode_0004,delete_text,0.0,1,0,[8],[],"Sr. Pinheiro, essa é a última de hoje. Eu acho que o Sr. não vai gostar. Eu acho melhor nem testar.",,,
delete_text_very_long_review,novela003__episode_0004,novela003,episode_0004,delete_text,0.0,1,0,[21],[],"Olha pra essa moça. Cintura larga, quadril grande. Dá pra ver que é uma pessoa de sorte.",,,
delete_text_very_long_review,novela003__episode_0005,novela003,episode_0005,delete_text,0.0,1,0,[16],[],"Se você não toma banho, você não acha que isso vai ser meio sujo, não?",,,
delete_text_very_long_review,novela003__episode_0005,novela003,episode_0005,delete_text,0.0,1,0,[21],[],"Pague a taxa de cirurgia em até dez minutos, senão vai ser transferida pro mês que vem.",,,
delete_text_very_long_review,novela003__episode_0005,novela003,episode_0005,delete_text,0.0,1,0,[22],[],A cirurgia da Paula não pode esperar mais. Eu preciso receber esse dinheiro.,,,
very_large_timing_shift,novela003__episode_0008,novela003,episode_0008,split,1.0,1,2,[14],"[30, 31]",Alguém tão gorda e feia que só faz o senhor se sentir mal.,Alguém tão gorda e feia que só faz o senhor se sentir mal.,0.417,-15.413
delete_text_very_long_review,novela003__episode_0010,novela003,episode_0010,delete_text,0.0,1,0,[1],[],"Se continuar assim, não vou conseguir sustentar a família, preciso me reerguer.",,,
delete_text_very_long_review,novela003__episode_0010,novela003,episode_0010,delete_text,0.0,1,0,[7],[],Ainda bem que eu mandei alguém entregar o convite para ela de propósito.,,,
delete_text_very_long_review,novela003__episode_0010,novela003,episode_0010,delete_text,0.0,1,0,[8],[],"Quando o Pedro vira ela passando vergonha, ele vai desistir de vez dela e vai focar só em mim.",,,
delete_text_very_long_review,novela003__episode_0010,novela003,episode_0010,delete_text,0.0,1,0,[10],[],Parabéns por se tornar a porta-voz da marca do Grupo Pinheiro. Você merece muito!,,,
delete_text_very_long_review,novela003__episode_0010,novela003,episode_0010,delete_text,0.0,1,0,[12],[],Ficou sabendo? A deusa das passarelas que ganhou todos os prêmios há seis anos vai voltar hoje na festa!,,,
delete_text_very_long_review,novela003__episode_0010,novela003,episode_0010,delete_text,0.0,1,0,[13],[],"Essa é a Cecília? Na época, a saída dela foi uma grande perda para o mundo da moda.",,,
delete_text_very_long_review,novela003__episode_0011,novela003,episode_0011,delete_text,0.0,1,0,[1],[],Olha só! Você não é aquela filha da gorda morta? Cadê a sua mãe gordona? Ela é tão feia que não tem coragem de sair de casa?,,,
delete_text_very_long_review,novela003__episode_0011,novela003,episode_0011,delete_text,0.0,1,0,[2],[],Para de chamar ela de gorda o tempo todo! Cuidado com o que fala! A minha mãe não é gorda!,,,
delete_text_very_long_review,novela003__episode_0011,novela003,episode_0011,delete_text,0.0,1,0,[3],[],"Ah, eu já sei! Com certeza ela acha que se viesse ia passar vergonha mesmo.",,,
delete_text_very_long_review,novela003__episode_0011,novela003,episode_0011,delete_text,0.0,1,0,[4],[],Então mando você uma pivetinha pra ver se consegue colocar a sua filha na sua casa.,,,
delete_text_very_long_review,novela003__episode_0011,novela003,episode_0011,delete_text,0.0,1,0,[5],[],Pois é! Essa pirralha é igualzinha a mãe gorda dela! Baixinha e feia! Não serve pra nada!,,,
delete_text_very_long_review,novela003__episode_0011,novela003,episode_0011,delete_text,0.0,1,0,[6],[],"Os polos aqui são pra todo mundo comer! Se vocês podem comer, por que eu também não posso?",,,
delete_text_very_long_review,novela003__episode_0011,novela003,episode_0011,delete_text,0.0,1,0,[7],[],Olha só! Então é isso aí que a sua mãe te ensinou? Não tem educação! Sai daqui logo! Não atrapalha o Sr. Pinheiro e a Diana!,,,
delete_text_very_long_review,novela003__episode_0011,novela003,episode_0011,delete_text,0.0,1,0,[9],[],"Tio Pedro, eu e a mamãe viemos porque recebemos o convite! Ela tá chegando já!",,,
delete_text_very_long_review,novela003__episode_0011,novela003,episode_0011,delete_text,0.0,1,0,[10],[],Um convite? Como a sua mãe conseguiu um convite? Esse lugar não é pra você! Pede pra sua mãe te levar embora!,,,
delete_text_very_long_review,novela003__episode_0011,novela003,episode_0011,delete_text,0.0,1,0,[11],[],Eu aposto que aquela mãe gorda dela trouxe essa pirralha aqui só pra comer de graça!,,,
delete_text_very_long_review,novela003__episode_0011,novela003,episode_0011,delete_text,0.0,1,0,[13],[],"Aprendeu a mentir, é? Falando bobagem? É isso? O que foi? Você quer ficar aqui e nunca mais ir embora?",,,
delete_text_very_long_review,novela003__episode_0011,novela003,episode_0011,delete_text,0.0,1,0,[14],[],"Pedro, ainda bem que Deus ajudou a gente e a gente se encontrou a tempo! Se não, imagina!",,,
delete_text_very_long_review,novela003__episode_0011,novela003,episode_0011,delete_text,0.0,1,0,[15],[],Se hoje ainda estivesse do seu lado aquela Laura que só sabe comer igual a um trator que faz até o chão tremer de tão gorda!,,,
delete_text_very_long_review,novela003__episode_0011,novela003,episode_0011,delete_text,0.0,1,0,[17],[],Você tem razão! Ia mesmo me fazer passar vergonha e ainda não tem noção nenhuma!,,,
delete_text_very_long_review,novela003__episode_0012,novela003,episode_0012,delete_text,0.0,1,0,[6],[],"E se ela vier, vai ficar escondida em algum canto, comendo feito louca.",,,
delete_text_very_long_review,novela003__episode_0012,novela003,episode_0012,delete_text,0.0,1,0,[9],[],A sua mãe realmente se escondeu num canto pra comer tudo que viu pela frente.,,,
delete_text_very_long_review,novela003__episode_0012,novela003,episode_0012,delete_text,0.0,1,0,[15],[],"Essa pirralha igualzinha a mãe dela, vive sonhando alto, não sabe o próprio lugar.",,,
delete_text_very_long_review,novela003__episode_0012,novela003,episode_0012,delete_text,0.0,1,0,[17],[],"e sabendo que é meu grande dia de assinar o contrato, mandou essa pirralha aqui pra atrapalhar.",,,
delete_text_very_long_review,novela003__episode_0012,novela003,episode_0012,delete_text,0.0,1,0,[21],[],"Nossa, com todo aquele peso deve ser difícil andar e ainda tem coragem de aparecer aqui?",,,
delete_text_very_long_review,novela003__episode_0012,novela003,episode_0012,delete_text,0.0,1,0,[25],[],Hoje é o evento de assinatura do contrato com o novo rosto do Grupo Pinheiro.,,,
delete_text_very_long_review,novela003__episode_0012,novela003,episode_0012,delete_text,0.0,1,0,[30],[],Será que o peso dela fez o táxi atolar na lama e ela ficou presa no trânsito?,,,
very_large_timing_shift,novela003__episode_0013,novela003,episode_0013,split,1.0,1,2,[1],"[2, 3]","Mamãe, eu sabia que você ia vir.","Mamãe, eu sabia que você ia vir.",13.054,-1.243
delete_text_very_long_review,novela003__episode_0014,novela003,episode_0014,delete_text,0.0,1,0,[1],[],"Esse formato de rosto, esse olhar, parece, parece muito, parece com a minha ídola, Cecília.",,,
delete_text_very_long_review,novela003__episode_0018,novela003,episode_0018,delete_text,0.0,1,0,[1],[],"Tá falando besteira! Acho que você só quer chamar a atenção, quer inverter a situação, não é mesmo?",,,
delete_text_very_long_review,novela003__episode_0018,novela003,episode_0018,delete_text,0.0,1,0,[2],[],"Eu não preciso da pena de ninguém, muito menos inverter algo, porque... vocês não merecem.",,,
delete_text_very_long_review,novela003__episode_0018,novela003,episode_0018,delete_text,0.0,1,0,[3],[],"O que foi que eu acabei de dizer que absurdo? Senhorita, me desculpe, você é uma mãe incrível, por favor, me perdoe pela minha ignorância.",,,
delete_text_very_long_review,novela003__episode_0018,novela003,episode_0018,delete_text,0.0,1,0,[5],[],"Ah, boa menina. Foi falta de sensibilidade minha. Foi meu filho que não te tratou direito.",,,
delete_text_very_long_review,novela003__episode_0018,novela003,episode_0018,delete_text,0.0,1,0,[6],[],"Agora prestem atenção. A partir de hoje, Laura é protegida da nossa família Pinheiro.",,,
delete_text_very_long_review,novela003__episode_0018,novela003,episode_0018,delete_text,0.0,1,0,[8],[],Quem ousar falar qualquer coisa contra ela vai arrumar briga com a nossa família.,,,
delete_text_very_long_review,novela003__episode_0020,novela003,episode_0020,delete_text,0.0,1,0,[10],[],Isso não muda o fato de que você teve um filho sem casar e nem sabe quem é o pai da criança.,,,
delete_text_very_long_review,novela003__episode_0020,novela003,episode_0020,delete_text,0.0,1,0,[13],[],"Se não fosse naquela época vocês terem me drogado, eu nunca teria tido uma filha tão fofa quanto a Paula.",,,
delete_text_very_long_review,novela003__episode_0020,novela003,episode_0020,delete_text,0.0,1,0,[15],[],"Pedro, ela só tá fazendo cena pra ganhar sua pena, ela não liga pra você.",,,
delete_text_very_long_review,novela003__episode_0020,novela003,episode_0020,delete_text,0.0,1,0,[18],[],"Sou eu, aquela que há seis anos te entregou o que tinha de mais precioso.",,,
