global_id,novel_id,episode_id,raw_indices,final_indices,raw_start,raw_end,final_start,final_end,raw_start_sec,raw_end_sec,final_start_sec,final_end_sec,raw_text,final_text,similarity,operation,raw_block_count,final_block_count,timing_shift_start_sec,timing_shift_end_sec,style,language
novela001__episode_0005,novela001,episode_0005,[19],[23],"00:01:10,000","00:01:13,000","00:01:09,688","00:01:12,630",70.0,73.0,69.688,72.63,Mas escolher o Matthew é o melhor para o seu bando.,Mas escolher o Matthew é o melhor para o seu bando.,1.0,retime,1,1,-0.312,-0.37,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[20],[24],"00:01:13,000","00:01:15,000","00:01:13,000","00:01:15,000",73.0,75.0,73.0,75.0,Rompe esse vínculo agora.,Rompe esse vínculo agora.,1.0,keep,1,1,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[21],[25],"00:01:15,000","00:01:17,000","00:01:15,000","00:01:16,519",75.0,77.0,75.0,76.519,Pense no seu futuro.,Pense no seu futuro.,1.0,retime,1,1,0.0,-0.481,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[22],[26],"00:01:19,000","00:01:23,000","00:01:18,786","00:01:22,400",79.0,83.0,78.786,82.4,A deusa da lua escolheu o Harry para mim.,A deusa da lua escolheu o Harry para mim.,1.0,retime,1,1,-0.214,-0.6,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[23],"[27, 28]","00:01:26,000","00:01:30,000","00:01:26,345","00:01:29,923",86.0,90.0,86.345,89.923,E eu vou defender esse vínculo pelo resto da minha vida.,E eu vou defender esse vínculo pelo resto da minha vida.,1.0,split,1,2,0.345,-0.077,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[24],[29],"00:01:30,000","00:01:33,000","00:01:30,234","00:01:33,000",90.0,93.0,90.234,93.0,"Por favor, senhor, deixe ele fazer o teste.","Por favor, senhor, deixe ele fazer o teste.",1.0,retime,1,1,0.234,0.0,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[25],[30],"00:01:33,000","00:01:35,000","00:01:33,345","00:01:34,301",93.0,95.0,93.345,94.301,Elara.,Elara.,1.0,retime,1,1,0.345,-0.699,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[26],[31],"00:01:42,000","00:01:44,000","00:01:41,930","00:01:43,338",102.0,104.0,101.93,103.338,Próxima prova.,Próxima prova.,1.0,retime,1,1,-0.07,-0.662,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[27],[32],"00:01:44,000","00:01:46,000","00:01:44,000","00:01:45,805",104.0,106.0,104.0,105.805,Incluindo esse idiota.,Incluindo esse idiota.,1.0,retime,1,1,0.0,-0.195,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[28],[33],"00:01:46,000","00:01:48,000","00:01:46,716","00:01:47,583",106.0,108.0,106.716,107.583,Não.,Não.,1.0,retime,1,1,0.716,-0.417,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[29],[34],"00:01:48,000","00:01:50,000","00:01:47,608","00:01:48,916",108.0,110.0,107.608,108.916,Porra.,Porra.,1.0,retime,1,1,-0.392,-1.084,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[30],"[35, 36]","00:01:57,000","00:02:02,000","00:02:05,864","00:02:10,902",117.0,122.0,125.864,130.902,Um gênio sem precedentes apareceu no exame de entrada.,Um gênio sem precedentes apareceu no exame de entrada.,1.0,split,1,2,8.864,8.902,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[31],"[37, 38]","00:02:02,000","00:02:07,000","00:02:10,927","00:02:16,571",122.0,127.0,130.927,136.571,A parte da minha alma que estava nas bolas de cristal foi destruída.,A parte da minha alma que estava nas bolas de cristal foi destruída.,1.0,split,1,2,8.927,9.571,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[32],[39],"00:02:07,000","00:02:09,000","00:02:16,597","00:02:17,973",127.0,129.0,136.597,137.973,Quantas foram destruídas?,Quantas foram destruídas?,1.0,retime,1,1,9.597,8.973,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[33],[40],"00:02:09,000","00:02:11,000","00:02:17,998","00:02:18,978",129.0,131.0,137.998,138.978,Todas.,Todas.,1.0,retime,1,1,8.998,7.978,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[34],[41],"00:02:11,000","00:02:13,000","00:02:20,109","00:02:20,886",131.0,133.0,140.109,140.886,O quê?,O quê?,1.0,retime,1,1,9.109,7.886,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[35],[42],"00:02:13,000","00:02:15,000","00:02:21,460","00:02:22,822",133.0,135.0,141.46,142.822,Como isso é possível?,Como isso é possível?,1.0,retime,1,1,8.46,7.822,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[36],"[43, 44]","00:02:15,000","00:02:19,000","00:02:22,847","00:02:26,536",135.0,139.0,142.847,146.536,Só o Realpha consegue destruir todos os fragmentos da sua alma.,Só o Rei alfa consegue destruir todos os fragmentos da sua alma.,0.9365,split,1,2,7.847,7.536,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[37],[],"00:02:19,000","00:02:21,000",,,139.0,141.0,,,Não.,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[38],[],"00:02:21,000","00:02:23,000",,,141.0,143.0,,,Como isso é possível?,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[39],[],"00:02:23,000","00:02:27,000",,,143.0,147.0,,,Só o Realpha consegue destruir todos os fragmentos da sua alma.,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[40],[45],"00:02:27,000","00:02:30,000","00:02:26,981","00:02:30,111",147.0,150.0,146.981,150.111,O poder desse gênio é quase divino.,O poder desse gênio é quase divino.,1.0,keep,1,1,-0.019,0.111,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[41],[46],"00:02:30,000","00:02:34,000","00:02:30,136","00:02:33,292",150.0,154.0,150.136,153.292,Como uma criança pode ter um poder desses?,Como uma criança pode ter um poder desses?,1.0,retime,1,1,0.136,-0.708,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[42],[47],"00:02:34,000","00:02:36,000","00:02:34,003","00:02:35,203",154.0,156.0,154.003,155.203,O Salvador.,O Salvador.,1.0,retime,1,1,0.003,-0.797,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[43],[48],"00:02:36,000","00:02:39,000","00:02:35,958","00:02:38,069",156.0,159.0,155.958,158.069,Só o escolhido tem isso.,Só o escolhido tem isso.,1.0,retime,1,1,-0.042,-0.931,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[44],[49],"00:02:39,000","00:02:40,000","00:02:38,647","00:02:39,536",159.0,160.0,158.647,159.536,Ele é meu.,Ele é meu.,1.0,retime,1,1,-0.353,-0.464,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[45],[50],"00:02:40,000","00:02:41,000","00:02:39,758","00:02:40,508",160.0,161.0,159.758,160.508,Não.,Não.,1.0,retime,1,1,-0.242,-0.492,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[46],[51],"00:02:41,000","00:02:43,000","00:02:40,533","00:02:42,533",161.0,163.0,160.533,162.533,Eu vou ser o professor deles.,Eu vou ser o professor deles.,1.0,retime,1,1,-0.467,-0.467,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[47],[52],"00:02:43,000","00:02:45,000","00:02:42,558","00:02:44,418",163.0,165.0,162.558,164.418,Saiam da frente.,Saiam da frente.,1.0,retime,1,1,-0.442,-0.582,vertical_shortform,pt-BR
novela001__episode_0005,novela001,episode_0005,[48],[53],"00:02:45,000","00:02:47,000","00:02:44,443","00:02:46,443",165.0,167.0,164.443,166.443,Só eu sou.,Só eu sou.,1.0,retime,1,1,-0.557,-0.557,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[1],[1],"00:00:00,000","00:00:02,000","00:00:02,432","00:00:04,582",0.0,2.0,2.432,4.582,Essa rodada vai testar seu poder.,Essa rodada vai testar seu poder.,1.0,retime,1,1,2.432,2.582,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[2],"[2, 3]","00:00:02,000","00:00:07,000","00:00:04,761","00:00:09,516",2.0,7.0,4.761,9.516,Acerte o aparelho no centro e a cabeça do lobo em cima vai uivar.,Acerte o aparelho no centro e a cabeça do lobo em cima vai uivar.,1.0,split,1,2,2.761,2.516,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[3],"[4, 5]","00:00:07,000","00:00:10,000","00:00:09,716","00:00:12,786",7.0,10.0,9.716,12.786,"Quanto mais alto o som, maior seu nível de poder.","Quanto mais alto o som, maior seu nível de poder.",1.0,split,1,2,2.716,2.786,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[4],[6],"00:00:10,000","00:00:11,000","00:00:12,811","00:00:13,811",10.0,11.0,12.811,13.811,Vamos começar.,Vamos começar.,1.0,retime,1,1,2.811,2.811,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[5],[7],"00:00:11,000","00:00:13,000","00:00:13,836","00:00:16,064",11.0,13.0,13.836,16.064,"Deus, eles vão usar essa máquina de novo.","Deus, eles vão usar essa máquina de novo.",1.0,retime,1,1,2.836,3.064,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[6],[8],"00:00:13,000","00:00:15,000","00:00:16,089","00:00:17,597",13.0,15.0,16.089,17.597,O que tem de tão especial?,O que tem de tão especial?,1.0,retime,1,1,3.089,2.597,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[7],[9],"00:00:15,000","00:00:17,000","00:00:17,622","00:00:19,631",15.0,17.0,17.622,19.631,É um artefato antigo.,É um artefato antigo.,1.0,retime,1,1,2.622,2.631,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[8],"[10, 11]","00:00:17,000","00:00:22,000","00:00:19,656","00:00:24,627",17.0,22.0,19.656,24.627,"Mesmo se você tivesse metade da força do reitor, mal conseguiria um decibel.","Mesmo se você tivesse metade da força do reitor, mal conseguiria um decibel.",1.0,split,1,2,2.656,2.627,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[9],[12],"00:00:22,000","00:00:23,000","00:00:24,652","00:00:25,877",22.0,23.0,24.652,25.877,Puta merda.,Puta merda.,1.0,retime,1,1,2.652,2.877,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[10],"[13, 14]","00:00:23,000","00:00:27,000","00:00:26,212","00:00:30,212",23.0,27.0,26.212,30.212,"Se você tem zero potencial, claramente tem zero poder.","Se você tem zero potencial, claramente tem zero poder.",1.0,split,1,2,3.212,3.212,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[11],[15],"00:00:27,000","00:00:29,000","00:00:30,297","00:00:32,064",27.0,29.0,30.297,32.064,É álgebra básica.,É álgebra básica.,1.0,retime,1,1,3.297,3.064,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[12],[16],"00:00:29,000","00:00:32,000","00:00:32,262","00:00:34,757",29.0,32.0,32.262,34.757,Não quebra a patinha na entrada.,Não quebra a patinha na entrada.,1.0,retime,1,1,3.262,2.757,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,"[13, 14]","[17, 18]","00:00:32,000","00:00:38,000","00:00:34,798","00:00:40,616",32.0,38.0,34.798,40.616,Manesson. Eu vou primeiro.,Manézão. Eu vou primeiro.,0.8333,resegment_rewrite,2,2,2.798,2.616,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[15],"[19, 20]","00:00:45,000","00:00:49,000","00:00:48,304","00:00:51,729",45.0,49.0,48.304,51.729,"Garra de ferro exige muito controle de poder, mas...","Garra de ferro exige muito controle de poder, mas...",1.0,split,1,2,3.304,2.729,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[16],[],"00:00:49,000","00:00:52,000",,,49.0,52.0,,,"Garra de ferro exige muito controle de poder, mas...",,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[17],[21],"00:00:57,000","00:00:59,000","00:00:57,031","00:00:58,581",57.0,59.0,57.031,58.581,Não está afiado o suficiente.,Não está afiado o suficiente.,1.0,retime,1,1,0.031,-0.419,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[18],[22],"00:00:59,000","00:01:00,000","00:00:58,781","00:00:59,849",59.0,60.0,58.781,59.849,Nota D.,Nota D.,1.0,retime,1,1,-0.219,-0.151,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[19],[23],"00:01:14,000","00:01:15,000","00:01:13,756","00:01:15,000",74.0,75.0,73.756,75.0,Mas que fracote.,- Mas que fracote. - Bom.,0.7895,rewrite_major,1,1,-0.244,0.0,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[20],[24],"00:01:15,000","00:01:16,000","00:01:15,000","00:01:16,000",75.0,76.0,75.0,76.0,Você tirou B.,Você tirou B.,1.0,keep,1,1,0.0,0.0,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[21],[25],"00:01:20,000","00:01:21,000","00:01:21,816","00:01:22,816",80.0,81.0,81.816,82.816,"Aí é, Lara.",Aí Elara.,0.7778,rewrite_major,1,1,1.816,1.816,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[22],"[26, 27]","00:01:21,000","00:01:25,000","00:01:23,335","00:01:26,735",81.0,85.0,83.335,86.735,Vai se arrepender de escolher o filhote em vez do sangue puro.,Vai se arrepender de escolher o filhote em vez do sangue puro.,1.0,split,1,2,2.335,1.735,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[23],[28],"00:01:33,000","00:01:35,000","00:01:34,971","00:01:36,521",93.0,95.0,94.971,96.521,"Caramba, não acredito.","Caramba, não acredito.",1.0,retime,1,1,1.971,1.521,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[24],[29],"00:01:35,000","00:01:36,000","00:01:36,546","00:01:37,754",95.0,96.0,96.546,97.754,Isso é o trovão fatal.,Isso é o trovão fatal.,1.0,retime,1,1,1.546,1.754,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[25],[30],"00:01:36,000","00:01:38,000","00:01:37,854","00:01:39,304",96.0,98.0,97.854,99.304,A técnica mais avançada.,A técnica mais avançada.,1.0,retime,1,1,1.854,1.304,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[26],"[31, 32]","00:01:38,000","00:01:41,000","00:01:39,329","00:01:42,791",98.0,101.0,99.329,102.791,"Leva décadas para dominar, mas o Matthew é tão jovem.","Leva décadas para dominar, mas o Matthew é tão jovem.",1.0,split,1,2,1.329,1.791,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[27],"[33, 34]","00:01:41,000","00:01:44,000","00:01:42,816","00:01:45,816",101.0,104.0,102.816,105.816,Ele realmente deve ser o futuro alfa do bando mais forte.,Ele realmente deve ser o futuro alfa do bando mais forte.,1.0,split,1,2,1.816,1.816,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[28],[35],"00:01:44,000","00:01:45,000","00:01:45,841","00:01:46,841",104.0,105.0,105.841,106.841,Avançada?,Avançada?,1.0,retime,1,1,1.841,1.841,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[29],[36],"00:01:45,000","00:01:47,000","00:01:46,866","00:01:48,437",105.0,107.0,106.866,108.437,Por que parece tão fraca?,Por que parece tão fraca?,1.0,retime,1,1,1.866,1.437,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[30],[],"00:01:50,000","00:01:52,000",,,110.0,112.0,,,Mano!,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[31],[],"00:02:01,000","00:02:02,000",,,121.0,122.0,,,Uau.,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[32],[],"00:02:02,000","00:02:03,000",,,122.0,123.0,,,Bravo.,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[33],[],"00:02:03,000","00:02:06,000",,,123.0,126.0,,,Esse foi o uivo mais alto que eu já ouvi dessa máquina.,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[34],[],"00:02:06,000","00:02:07,000",,,126.0,127.0,,,"Aplus, Matthew.",,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[35],[],"00:02:07,000","00:02:09,000",,,127.0,129.0,,,Você é o melhor.,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[36],[],"00:02:10,000","00:02:11,000",,,130.0,131.0,,,Eu sei.,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[37],[],"00:02:14,000","00:02:18,000",,,134.0,138.0,,,"Bom, vocês acham que ele ainda precisa fazer o teste?",,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[38],[],"00:02:19,000","00:02:20,000",,,139.0,140.0,,,"É, isso seria...",,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[39],[],"00:02:20,000","00:02:22,000",,,140.0,142.0,,,Sr. Quinn.,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[40],[],"00:02:22,000","00:02:24,000",,,142.0,144.0,,,Deixe ele continuar.,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[41],[],"00:02:24,000","00:02:25,000",,,144.0,145.0,,,Por quê?,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[42],[],"00:02:25,000","00:02:26,000",,,145.0,146.0,,,"Cara, por quê?",,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[43],[],"00:02:26,000","00:02:30,000",,,146.0,150.0,,,Eu mal posso esperar para ver o quão inútil ele é.,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[44],[],"00:02:30,000","00:02:32,000",,,150.0,152.0,,,Não liga para eles.,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[45],[],"00:02:32,000","00:02:34,000",,,152.0,154.0,,,Eu acredito em você.,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[46],[],"00:02:49,000","00:02:52,000",,,169.0,172.0,,,Legendas pela comunidade Amara.org,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[],[37],,,"00:01:55,323","00:01:56,540",,,115.323,116.54,,O que? isso é?,0.0,insert,0,1,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[],[38],,,"00:02:02,699","00:02:03,699",,,122.699,123.699,,Bravo.,0.0,insert,0,1,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[],[39],,,"00:02:04,050","00:02:06,941",,,124.05,126.941,,Esse foi o uivo mais alto que eu já ouvi dessa máquina.,0.0,insert,0,1,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[],[40],,,"00:02:06,966","00:02:07,966",,,126.966,127.966,,"A plus, Matthew.",0.0,insert,0,1,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[],[41],,,"00:02:08,267","00:02:09,283",,,128.267,129.283,,Você é o melhor.,0.0,insert,0,1,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[],[42],,,"00:02:10,746","00:02:11,566",,,130.746,131.566,,Eu sei.,0.0,insert,0,1,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[],[43],,,"00:02:14,339","00:02:18,139",,,134.339,138.139,,"Bom, vocês acham que ele ainda precisa fazer o teste?",0.0,insert,0,1,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[],[44],,,"00:02:19,510","00:02:20,385",,,139.51,140.385,,"É, isso seria...",0.0,insert,0,1,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[],[45],,,"00:02:20,410","00:02:21,427",,,140.41,141.427,,Sr. Quinn.,0.0,insert,0,1,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[],[46],,,"00:02:22,294","00:02:24,000",,,142.294,144.0,,Deixe ele continuar.,0.0,insert,0,1,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[],[47],,,"00:02:24,473","00:02:25,281",,,144.473,145.281,,Por quê?,0.0,insert,0,1,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[],[48],,,"00:02:25,306","00:02:26,181",,,145.306,146.181,,"Cara, por quê?",0.0,insert,0,1,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[],[49],,,"00:02:26,206","00:02:30,025",,,146.206,150.025,,Eu mal posso esperar para ver o quão inútil ele é.,0.0,insert,0,1,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[],[50],,,"00:02:30,623","00:02:32,073",,,150.623,152.073,,Não liga para eles.,0.0,insert,0,1,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[],[51],,,"00:02:33,039","00:02:34,116",,,153.039,154.116,,Eu acredito em você.,0.0,insert,0,1,,,vertical_shortform,pt-BR
novela001__episode_0006,novela001,episode_0006,[],[52],,,"00:02:49,000","00:02:52,000",,,169.0,172.0,,Legendas pela comunidade Amara.org,0.0,insert,0,1,,,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[1],[1],"00:00:00,000","00:00:02,000","00:00:09,746","00:00:11,500",0.0,2.0,9.746,11.5,Caraca! Gandalf!,Caraca! Gandalf!,1.0,retime,1,1,9.746,9.5,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[2],[2],"00:00:02,000","00:00:05,000","00:00:11,896","00:00:15,282",2.0,5.0,11.896,15.282,Precisamos encontrar o salvador o quanto antes.,Precisamos encontrar o salvador o quanto antes.,1.0,retime,1,1,9.896,10.282,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[3],"[3, 4]","00:00:05,000","00:00:10,000","00:00:15,307","00:00:20,812",5.0,10.0,15.307,20.812,O aparelho que tinha minha alma fragmentada também foi destruído.,O aparelho que tinha minha alma fragmentada também foi destruído.,1.0,split,1,2,10.307,10.812,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[4],[5],"00:00:10,000","00:00:13,000","00:00:20,837","00:00:23,487",10.0,13.0,20.837,23.487,Esse é o artefato mais antigo da academia.,Esse é o artefato mais antigo da academia.,1.0,retime,1,1,10.837,10.487,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[5],"[6, 7]","00:00:13,000","00:00:16,000","00:00:23,512","00:00:26,440",13.0,16.0,23.512,26.44,Nenhuma bomba atômica conseguiria arriscar ele.,Nenhuma bomba atômica conseguiria arriscar ele.,1.0,split,1,2,10.512,10.44,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[6],[8],"00:00:16,000","00:00:17,000","00:00:26,520","00:00:27,696",16.0,17.0,26.52,27.696,Como isso é possível?,Como isso é possível?,1.0,retime,1,1,10.52,10.696,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[7],[9],"00:00:17,000","00:00:18,000","00:00:27,721","00:00:28,721",17.0,18.0,27.721,28.721,Quem é esse cara?,Quem é esse cara?,1.0,retime,1,1,10.721,10.721,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[8],[10],"00:00:18,000","00:00:20,000","00:00:28,746","00:00:30,658",18.0,20.0,28.746,30.658,Deve ser a mesma pessoa que está aqui.,Deve ser a mesma pessoa que,0.7297,rewrite_major,1,1,10.746,10.658,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[9],[],"00:00:20,000","00:00:21,000",,,20.0,21.0,,,O que é isso?,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[10],[],"00:00:21,000","00:00:22,000",,,21.0,22.0,,,O que é isso?,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[11],[],"00:00:22,000","00:00:23,000",,,22.0,23.0,,,O que é isso?,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[12],[],"00:00:23,000","00:00:24,000",,,23.0,24.0,,,O que é isso?,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[13],[],"00:00:24,000","00:00:25,000",,,24.0,25.0,,,O que é isso?,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[14],[],"00:00:25,000","00:00:26,000",,,25.0,26.0,,,O que é isso?,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[15],[],"00:00:26,000","00:00:27,000",,,26.0,27.0,,,O que é isso?,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[16],[],"00:00:27,000","00:00:28,000",,,27.0,28.0,,,O que é isso?,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[17],[],"00:00:28,000","00:00:29,000",,,28.0,29.0,,,O que é isso?,,0.0,delete_text,1,0,,,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[18],[11],"00:00:29,000","00:00:32,000","00:00:30,683","00:00:32,333",29.0,32.0,30.683,32.333,Deve ser a mesma pessoa que destruiu as bolas de cristal.,destruiu as bolas de cristal.,0.5,rewrite_major,1,1,1.683,0.333,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[19],[12],"00:00:32,000","00:00:33,000","00:00:32,358","00:00:33,358",32.0,33.0,32.358,33.358,O salvador.,O salvador.,1.0,retime,1,1,0.358,0.358,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[20],"[13, 14]","00:00:33,000","00:00:40,000","00:00:33,849","00:00:39,910",33.0,40.0,33.849,39.91,"Se o Tony não conseguiu ver o gênio que ele é, juro que vão matar ele.","Se o Tony não conseguiu ver o gênio que ele é, juro que vão matar ele.",1.0,split,1,2,0.849,-0.09,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[21],[15],"00:00:40,000","00:00:43,000","00:00:39,935","00:00:43,459",40.0,43.0,39.935,43.459,"É, depois disso, se ele não o ver, ele é praticamente cego.","É, depois disso, se ele não o ver, ele é praticamente cego.",1.0,retime,1,1,-0.065,0.459,vertical_shortform,pt-BR
novela001__episode_0007,novela001,episode_0007,[22],"[16, 17]","00:00:43,000","00:00:48,000","00:00:43,484","00:00:48,484",43.0,48.0,43.484,48.484,"Se a academia dos lobisomens não ficar com ele, eu vou recrutá-lo para o meu exército.","Se a academia dos lobisomens não ficar com ele, eu vou recrutá-lo para o meu exército.",1.0,split,1,2,0.484,0.484,vertical_shortform,pt-BR
